ds,yhat,yhat_lower,yhat_upper
2024-05-27,6.758604596002169,2.66149852668078,11.268661442346819
2024-05-28,7.701818987138084,3.3317820402297995,12.472674006639028
2024-05-29,8.086472713611448,3.8139924466299227,12.427016092262557
2024-05-30,7.18262303516231,3.12253367305462,11.48146206676071
2024-05-31,7.663435352950146,3.6092717773387513,12.175853216517117
2024-06-01,-0.10598779031017802,-4.308024428353219,4.4566995585810325
2024-06-02,0.3748239515689349,-4.074727042956163,4.744848701346642
2024-06-03,7.167950211385114,2.960616869230074,11.529461155742489
2024-06-04,8.111164602514911,3.74056187744647,12.485006123413415
2024-06-05,8.495818328998933,4.644842236072425,12.738329916903794
2024-06-06,7.5919686505481625,3.164966342945462,11.890281123753017
2024-06-07,8.072780968350834,3.607793870270368,12.634670383102593
2024-06-08,0.3033578250653264,-4.089964125629358,4.754343965182164
2024-06-09,0.7841695658018741,-3.411685952307124,5.11900682990037
2024-06-10,7.5772958244528645,3.053388712071443,12.039860242623837
2024-06-11,8.520510214418787,4.265616865540819,12.31603127584
2024-06-12,8.905163939739575,4.285173238802621,13.050273839716287
2024-06-13,8.001314260127067,3.3503011943314176,12.381735201183295
2024-06-14,8.48212657676675,4.014415056730093,13.169730917249682
2024-06-15,0.712703432324977,-3.591249089632709,5.260329483420743
2024-06-16,1.1935151730503577,-3.012976617409007,5.6354009369867635
2024-06-17,7.986641431713666,3.3044648116744884,12.486692771029873
2024-06-18,8.929855821676473,4.329509753755792,13.245056393330353
2024-06-19,9.314509546994813,4.907412297791014,13.861366037021602
2024-06-20,8.410659867367194,4.08893548339144,12.549601714161135
2024-06-21,8.891472183986972,4.403397052660895,13.227380975549114
2024-06-22,1.1220490395259537,-3.089161271902568,5.112635330738097
2024-06-23,1.6028607802360098,-2.7245565592806966,5.680513900378932
2024-06-24,8.3959870388998,4.076987315145418,12.85296384531767
2024-06-25,9.339201428845184,4.975279716250053,13.373458278135852
2024-06-26,9.723855154142996,5.3008271701363,14.153476217699659
2024-06-27,8.820005474519851,4.481146185128025,12.909607984286955
2024-06-28,9.300817791132525,5.207756122721244,13.64821248377294
2024-06-29,1.5313946467017407,-2.899230283366201,5.826533707061818
2024-06-30,2.0122063873880185,-2.21854278200081,5.995022390196714
2024-07-01,8.805332646048486,4.240476895582148,13.100594523223354
2024-07-02,9.74854703549509,5.381897440651488,14.233124324769287
2024-07-03,10.133200760294637,5.8309726854461035,14.399139638159744
2024-07-04,9.229351080170085,4.8575525455252215,13.625895265509012
2024-07-05,9.710163396284994,5.3265232130287625,13.960368118474724
2024-07-06,1.940740251351631,-2.335442825389147,6.56897434928016
2024-07-07,2.4215519915584593,-1.8626523523729932,6.858265967213553
2024-07-08,9.21467824972444,4.630555579372063,13.722253587225797
2024-07-09,10.157892639154735,5.740757209533939,14.339247165162092
2024-07-10,10.542546363959964,6.202949690145021,15.09710965971889
2024-07-11,9.638696683833778,5.436437792603836,13.946960232197537
2024-07-12,10.119508999947092,5.890668973184166,15.04942993460236
2024-07-13,2.3500858550119137,-2.0997774845612738,6.962434051063612
2024-07-14,2.830897595318455,-1.509802602496157,6.995808536193192
2024-07-15,9.624023853537816,5.135813300932082,14.008074656064807
2024-07-16,10.567238243078489,6.050093628912257,15.003441359636986
2024-07-17,10.951891967971553,6.554169859611295,15.364454771606182
2024-07-18,10.048042287935539,6.037336048222218,14.462522802888675
2024-07-19,10.528854604127261,6.0937100465980905,14.833088391930838
2024-07-20,2.759431459307648,-1.4328829987522065,7.228018879604119
2024-07-21,3.2402431995892904,-0.9519207503054457,7.5288092084118805
2024-07-22,10.03336945782097,5.680307297596281,14.522898953524923
2024-07-23,10.976583847359155,6.837709027315522,15.299588131069926
2024-07-24,11.361237572249141,6.676604084900747,15.698270548752257
2024-07-25,10.45738789296741,6.124303440237797,15.011524810992636
2024-07-26,10.938200209933939,6.518077831199143,15.18773433824095
2024-07-27,3.1687770658460988,-1.5476286847180076,7.287001627755824
2024-07-28,3.64958880689409,-0.8417197636338782,8.146383488656305
2024-07-29,10.442715065868848,6.0597819936350055,14.677391728042686
2024-07-30,11.385929456160985,7.171852738774208,15.946387825043212
2024-07-31,11.770583181809199,7.270475805202246,16.21050599038765
2024-08-01,10.866733502528186,6.457696144759624,15.13040726881198
2024-08-02,11.347545819483166,7.153294508621656,15.773648798949255
2024-08-03,3.578122675395459,-0.7536123167106993,7.902908444457875
2024-08-04,4.058934416454216,-0.4321888856085239,8.370394276217123
2024-08-05,10.85206067542565,6.3704068138847445,15.470831375879508
2024-08-06,11.795275065755922,7.633203511348751,16.025300527189938
2024-08-07,12.179928791434094,7.789506868724491,16.499479568088162
2024-08-08,11.276079112185938,7.129624706144066,15.60873771510563
2024-08-09,11.756891429173425,7.370164772791158,16.295874364081623
2024-08-10,3.9874682851169414,-0.32779233470440483,8.384785667826346
2024-08-11,4.468280026193347,0.12542323370742087,8.393955268992547
2024-08-12,11.261406285213399,6.721632309090847,15.688646007341767
2024-08-13,12.204620675537864,8.080287999025666,16.54641390213848
2024-08-14,12.589274401221651,8.326780203883404,16.875590201631578
2024-08-15,11.685424721976904,7.599907090405168,16.15287383910998
2024-08-16,12.16623703897923,8.01694696419878,16.735631461126495
2024-08-17,4.396813894793158,0.0009544781390846121,8.779417709922042
2024-08-18,4.877625635775927,0.6586874011711715,9.481029281253287
2024-08-19,11.670751894695833,7.311158735391899,16.162100766040385
2024-08-20,12.61396628491341,8.34797322969101,17.408868047195043
2024-08-21,12.998620010489718,9.110551464211095,17.435764760975918
2024-08-22,12.09477033113598,8.127203098132936,16.393164317068283
2024-08-23,12.575582648033341,8.604324182016327,17.067093074383344
2024-08-24,4.806159503856832,0.7321263295196865,9.325921654625118
2024-08-25,5.286971244844552,0.8979906300179925,9.442663546097183
2024-08-26,12.080097503753075,7.438383320482642,16.396139507212876
2024-08-27,13.023311893975118,8.723471693013408,17.743544914130627
2024-08-28,13.40796561954646,9.463190817173897,17.854860649897212
2024-08-29,12.504115940794197,7.874597554404038,16.737439016432848
2024-08-30,12.984928258283587,8.421267021223713,17.388374942199505
2024-08-31,5.215505114700835,0.8800450065062372,9.380981413259862
2024-09-01,5.696316856297388,1.299953359178719,9.733679387291579
2024-09-02,12.489443115800654,8.032889040961061,16.795496688827395
2024-09-03,13.432657506620256,8.902309568793594,17.761156681134562
2024-09-04,13.817311232794715,9.662930166383317,18.37320348338801
2024-09-05,12.91346155404082,8.861148935356384,17.38799914618776
2024-09-06,13.394273871528611,8.98245800506243,17.686454540275943
2024-09-07,5.624850727964715,1.3715050981741719,9.958218890556362
2024-09-08,6.105662469525212,1.602916160043585,10.398069139862988
2024-09-09,12.898788729051953,8.68765753065753,17.143390001829243
2024-09-10,13.842003119833663,9.90748051121094,18.222091864040916
2024-09-11,14.226656845978338,10.020697918085299,18.80246747795954
2024-09-12,13.322807167192575,8.940741089349215,17.263360304135475
2024-09-13,13.803619484654455,9.283513986727367,18.176260960351318
2024-09-14,6.0341963410589505,1.7676735096892056,10.379715815487392
2024-09-15,6.515008082585423,2.2374805601217354,10.975998425000062
2024-09-16,13.308134342094688,9.35216844561422,17.72595894796794
2024-09-17,14.251348732873913,9.820185842875656,18.584452419166706
2024-09-18,14.636002459016742,10.575558333688344,19.174690969471584
2024-09-19,13.732152780229566,9.612795060636659,18.048194215750833
2024-09-20,14.212965097686471,9.817032541762758,18.750111148296497
2024-09-21,6.443541954500087,2.066233921359282,11.00284664718308
2024-09-22,6.924353696444934,2.4359290482026585,11.044746672467511
2024-09-23,13.717479956333827,9.14372752601282,17.94277249246441
2024-09-24,14.660694347540117,10.386056197586214,18.849985998311627
